FECHA,DEPARTAMENTO,MUNICIPIO,TIPO_DE_EVENTO,DIVIPOLA,FALLECIDOS,HERIDOS,DESAPARECIDOS,AFECTADOS,FAMILIAS,VIVIENDAS_DESTRUIDAS,VIVIENDAS_AVERIADAS,LATITUD,LONGITUD
2018-08-11,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,0,0,0,0,0,0,0,3.399043723,-76.57649259
2018-08-11,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,76001,0,0,0,0,0,0,0,3.399043723,-76.57649259
2018-08-11,CUNDINAMARCA,NILO,INCENDIO FORESTAL,25488,0,0,0,0,0,0,0,4.294780933,-74.614695
2018-08-11,CUNDINAMARCA,SAN FRANCISCO,INCENDIO FORESTAL,25658,0,0,0,0,0,0,0,4.964100703,-74.27217129
2018-08-11,CUNDINAMARCA,GUADUAS,INCENDIO FORESTAL,25320,0,0,0,0,0,0,0,5.173554764,-74.64014651
2018-08-11,CAUCA,TIMBIO,INCENDIO FORESTAL,19807,0,0,0,0,0,0,0,2.369625312,-76.71051932
2018-08-11,PUTUMAYO,MOCOA,CRECIENTE SUBITA,86001,0,4,0,1720,594,1,263,1.26070915,-76.66584349
2018-08-11,ANTIOQUIA,URRAO,INCENDIO FORESTAL,5847,0,0,0,0,0,0,0,6.33534134,-76.25906482
2018-08-11,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,76892,0,0,0,0,0,0,0,3.595913669,-76.5109879
2018-08-11,CALDAS,VITERBO,INCENDIO FORESTAL,17877,0,0,0,0,0,0,0,5.047822054,-75.879297
2018-08-11,NARIÑO,LA UNION,INCENDIO FORESTAL,52399,0,0,0,0,0,0,0,1.619697376,-77.14284622
2018-08-11,NARIÑO,LA UNION,INCENDIO FORESTAL,52399,0,0,0,0,0,0,0,1.619697376,-77.14284622
2018-08-11,NORTE DE SANTANDER,EL ZULIA,INCENDIO FORESTAL,54261,0,0,0,0,0,0,0,8.081200092,-72.63152118
2018-08-12,CHOCO,CARMEN DEL DARIEN,VENDAVAL,27150,0,0,0,0,0,0,0,7.033646541,-76.97423016
2018-08-12,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,0,1,0,5,1,0,1,3.399043723,-76.57649259
2018-08-12,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,0,0,0,5,1,0,1,3.399043723,-76.57649259
2018-08-12,MAGDALENA,SANTA MARTA,INCENDIO FORESTAL,47001,0,0,0,0,0,0,0,11.12189436,-73.88527855
2018-08-12,NARIÑO,SAN LORENZO,INCENDIO FORESTAL,52687,0,0,0,0,0,0,0,1.542139582,-77.21872693
2018-08-12,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-12,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-12,RISARALDA,APIA,INCENDIO FORESTAL,66045,0,0,0,0,0,0,0,5.139635357,-75.95353871
2018-08-12,NARIÑO,LA CRUZ,INCENDIO FORESTAL,52378,0,0,0,0,0,0,0,1.584175998,-76.92335262
2018-08-12,NARIÑO,LA CRUZ,INCENDIO FORESTAL,52378,0,0,0,0,0,0,0,1.584175998,-76.92335262
2018-08-12,TOLIMA,SAN LUIS,INCENDIO FORESTAL,73678,0,0,0,0,0,0,0,4.057271684,-75.16320806
2018-08-12,HUILA,CAMPOALEGRE,INCENDIO FORESTAL,41132,0,0,0,0,0,0,0,2.658666675,-75.32943803
2018-08-12,SAN ANDRES,SAN ANDRES,INCENDIO ESTRUCTURAL,88001,0,0,0,0,0,0,0,12.54311512,-81.71762382
2018-08-12,CUNDINAMARCA,TOPAIPI,INCENDIO FORESTAL,25823,0,0,0,0,0,0,0,5.355688386,-74.28963994
2018-08-12,NARIÑO,BUESACO,INCENDIO FORESTAL,52110,0,0,0,0,0,0,0,1.315215636,-77.1163664
2018-08-12,NARIÑO,GUALMATAN,INCENDIO FORESTAL,52323,0,0,0,0,0,0,0,0.928642623,-77.58261883
2018-08-12,NARIÑO,SAMANIEGO,INCENDIO FORESTAL,52678,0,0,0,0,0,0,0,1.430555262,-77.69179559
2018-08-12,PUTUMAYO,VILLAGARZON,CRECIENTE SUBITA,86885,0,0,0,480,96,0,0,0.911149515,-76.74495447
2018-08-13,SANTANDER,SABANA DE TORRES,INCENDIO FORESTAL,68655,0,0,0,0,0,0,0,7.4065422,-73.57131807
2018-08-13,TOLIMA,CHAPARRAL,INCENDIO FORESTAL,73168,0,0,0,0,0,0,0,3.743693084,-75.58986634
2018-08-13,ANTIOQUIA,MEDELLIN,INCENDIO FORESTAL,5001,0,0,0,0,0,0,0,6.257590259,-75.61103107
2018-08-13,BOYACA,MONIQUIRA,INCENDIO FORESTAL,15469,0,0,0,0,0,0,0,5.863370485,-73.55852538
2018-08-13,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-13,TOLIMA,ESPINAL,INCENDIO FORESTAL,73268,0,0,0,0,0,0,0,4.166476969,-74.89352941
2018-08-13,TOLIMA,ESPINAL,INCENDIO FORESTAL,73268,0,0,0,0,0,0,0,4.166476969,-74.89352941
2018-08-13,CUNDINAMARCA,GUADUAS,INCENDIO FORESTAL,25320,0,0,0,0,0,0,0,5.173554764,-74.64014651
2018-08-13,CUNDINAMARCA,LA PEÑA,INCENDIO FORESTAL,25398,0,0,0,0,0,0,0,5.20459882,-74.40786611
2018-08-13,TOLIMA,ATACO,INCENDIO FORESTAL,73067,0,0,0,0,0,0,0,3.37749064,-75.61373257
2018-08-13,RISARALDA,BELEN DE UMBRIA,INCENDIO FORESTAL,66088,0,0,0,0,0,0,0,5.200398696,-75.86793893
2018-08-14,CUNDINAMARCA,TIBIRITA,DESLIZAMIENTO,25807,0,0,0,3,1,0,1,5.084102682,-73.51362546
2018-08-14,CESAR,TAMALAMEQUE,VENDAVAL,20787,0,0,0,75,15,0,15,8.902075012,-73.7633962
2018-08-14,ANTIOQUIA,SAN RAFAEL,ACCIDENTE MINERO,5667,0,0,0,0,0,0,0,6.31074453,-74.99858652
2018-08-14,ANTIOQUIA,SAN ROQUE,ACCIDENTE MINERO,5670,0,0,0,4,0,0,0,6.466165211,-74.9450732
2018-08-14,META,CABUYARO,CRECIENTE SUBITA,50124,0,0,0,550,110,0,110,4.315244759,-72.95268896
2018-08-15,CESAR,VALLEDUPAR,INUNDACION,20001,0,0,0,25,5,0,5,10.21890277,-73.45784764
2018-08-15,VALLE DEL CAUCA,CALI,OTROS,76001,1,5,0,6,0,0,0,3.399043723,-76.57649259
2018-08-15,HUILA,GIGANTE,INCENDIO FORESTAL,41306,0,0,0,0,0,0,0,2.371781539,-75.51699754
2018-08-15,META,LA MACARENA,INCENDIO FORESTAL,50350,0,0,0,0,0,0,0,2.161863917,-74.09488076
2018-08-15,CUNDINAMARCA,NILO,INCENDIO FORESTAL,25488,0,0,0,0,0,0,0,4.294780933,-74.614695
2018-08-15,HUILA,VILLAVIEJA,INCENDIO ESTRUCTURAL,41872,0,0,0,0,0,0,0,3.287057875,-75.13838292
2018-08-15,BOLIVAR,MAGANGUE,CRECIENTE SUBITA,13430,0,0,0,0,0,0,0,9.053135895,-74.70539318
2018-08-15,CESAR,BECERRIL,DESLIZAMIENTO,20045,0,0,0,0,0,0,0,9.727732939,-73.25250522
2018-08-16,TOLIMA,ORTEGA,INCENDIO FORESTAL,73504,0,0,0,0,0,0,0,3.937793962,-75.27824314
2018-08-16,TOLIMA,IBAGUE,OTROS,73001,0,1,0,1,0,0,0,4.451921427,-75.252591
2018-08-16,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,0,0,0,0,0,0,0,3.399043723,-76.57649259
2018-08-16,TOLIMA,CARMEN DE APICALA,INCENDIO FORESTAL,73148,0,0,0,0,0,0,0,4.123416795,-74.74700246
2018-08-16,HUILA,NATAGA,INCENDIO FORESTAL,41483,0,0,0,0,0,0,0,2.576066285,-75.78693757
2018-08-16,ANTIOQUIA,ANGELOPOLIS,ACCIDENTE MINERO,5036,1,0,0,1,0,0,0,6.121430303,-75.71594966
2018-08-16,BOYACA,SABOYA,INCENDIO FORESTAL,15632,0,0,0,0,0,0,0,5.699926051,-73.74799466
2018-08-16,HUILA,HOBO,INCENDIO FORESTAL,41349,0,0,0,0,0,0,0,2.541654161,-75.44781083
2018-08-17,CUNDINAMARCA,VIOTA,INCENDIO FORESTAL,25878,0,0,0,0,0,0,0,4.436054105,-74.48543339
2018-08-17,CUNDINAMARCA,LA MESA,INCENDIO FORESTAL,25386,0,0,0,0,0,0,0,4.650773167,-74.47321717
2018-08-17,SANTANDER,SABANA DE TORRES,INCENDIO FORESTAL,68655,0,0,0,0,0,0,0,7.4065422,-73.57131807
2018-08-17,CALDAS,MANIZALES,OTROS,17001,0,0,0,30,0,0,0,5.08343301,-75.50727881
2018-08-17,TOLIMA,CHAPARRAL,INCENDIO FORESTAL,73168,0,0,0,0,0,0,0,3.743693084,-75.58986634
2018-08-17,BOLIVAR,MAGANGUE,VENDAVAL,13430,0,0,0,0,0,0,0,9.053135895,-74.70539318
2018-08-17,TOLIMA,VALLE DE SAN JUAN,INCENDIO FORESTAL,73854,0,0,0,0,0,0,0,4.182125647,-75.17148237
2018-08-18,CUNDINAMARCA,CHOACHI,DESLIZAMIENTO,25181,0,0,0,0,0,0,0,4.578183896,-73.95290054
2018-08-18,ATLANTICO,BARRANQUILLA,OTROS,8001,0,0,0,0,0,0,0,10.98152051,-74.82771544
2018-08-18,NARIÑO,SAN LORENZO,INCENDIO FORESTAL,52687,0,0,0,0,0,0,0,1.542139582,-77.21872693
2018-08-18,HUILA,NEIVA,INCENDIO FORESTAL,41001,0,0,0,0,0,0,0,2.993360046,-75.27236232
2018-08-18,HUILA,NEIVA,INCENDIO FORESTAL,41001,0,0,0,0,0,0,0,2.993360046,-75.27236232
2018-08-18,CUNDINAMARCA,TOCAIMA,INCENDIO FORESTAL,25815,0,0,0,0,0,0,0,4.452072974,-74.64864406
2018-08-18,CUNDINAMARCA,UTICA,INCENDIO FORESTAL,25851,0,0,0,0,0,0,0,5.192795708,-74.47780003
2018-08-18,HUILA,TELLO,INCENDIO FORESTAL,41799,0,0,0,0,0,0,0,3.030611777,-75.08536553
2018-08-18,TOLIMA,ATACO,INCENDIO FORESTAL,73067,0,0,0,0,0,0,0,3.37749064,-75.61373257
2018-08-18,CUNDINAMARCA,SASAIMA,INCENDIO FORESTAL,25718,0,0,0,0,0,0,0,4.946805263,-74.41230921
2018-08-18,HUILA,PALERMO,INCENDIO FORESTAL,41524,0,0,0,0,0,0,0,2.914491967,-75.44066118
2018-08-18,HUILA,RIVERA,INCENDIO FORESTAL,41615,0,0,0,0,0,0,0,2.79286115,-75.23536868
2018-08-18,ANTIOQUIA,ABEJORRAL,INCENDIO FORESTAL,5002,0,0,0,0,0,0,0,5.803728154,-75.43847353
2018-08-18,HUILA,TERUEL,INCENDIO FORESTAL,41801,0,0,0,0,0,0,0,2.851852692,-75.75988934
2018-08-18,NARIÑO,SANTA BARBARA,INCENDIO ESTRUCTURAL,52696,0,0,0,10,2,2,0,2.494420411,-77.98256461
2018-08-19,TOLIMA,ORTEGA,INCENDIO FORESTAL,73504,0,0,0,0,0,0,0,3.937793962,-75.27824314
2018-08-19,HUILA,YAGUARA,INCENDIO FORESTAL,41885,0,0,0,0,0,0,0,2.646563339,-75.51592645
2018-08-19,CUNDINAMARCA,LA VEGA,INCENDIO FORESTAL,25402,0,0,0,0,0,0,0,4.978619842,-74.33936061
2018-08-19,CUNDINAMARCA,RICAURTE,INCENDIO FORESTAL,25612,0,0,0,0,0,0,0,4.307363489,-74.72943403
2018-08-19,MAGDALENA,CIENAGA,OTROS,47189,0,0,0,0,0,0,0,10.85754552,-74.02500493
2018-08-19,NARIÑO,LA CRUZ,INCENDIO FORESTAL,52378,0,0,0,0,0,0,0,1.584175998,-76.92335262
2018-08-19,CUNDINAMARCA,BITUIMA,INCENDIO FORESTAL,25095,0,0,0,0,0,0,0,4.847821091,-74.52862766
2018-08-19,CUNDINAMARCA,LA PALMA,INCENDIO FORESTAL,25394,0,0,0,0,0,0,0,5.333400646,-74.40807863
2018-08-20,BOYACA,PUERTO BOYACA,INCENDIO ESTRUCTURAL,15572,0,0,0,5,1,0,1,5.953466654,-74.4528581
2018-08-20,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,76001,0,0,0,0,0,0,0,3.399043723,-76.57649259
2018-08-20,CASANARE,AGUAZUL,OTROS,85010,0,0,0,0,0,0,0,5.126121886,-72.54821017
2018-08-20,CUNDINAMARCA,RICAURTE,INCENDIO FORESTAL,25612,0,0,0,0,0,0,0,4.307363489,-74.72943403
2018-08-20,CUNDINAMARCA,NOCAIMA,INCENDIO FORESTAL,25491,0,0,0,0,0,0,0,5.066110761,-74.38975476
2018-08-20,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-20,CUNDINAMARCA,GUADUAS,INCENDIO FORESTAL,25320,1,0,0,1,0,0,0,5.173554764,-74.64014651
2018-08-20,CUNDINAMARCA,LA PEÑA,INCENDIO FORESTAL,25398,0,0,0,0,0,0,0,5.20459882,-74.40786611
2018-08-20,CAUCA,TIMBIO,INCENDIO FORESTAL,19807,0,0,0,0,0,0,0,2.369625312,-76.71051932
2018-08-20,CUNDINAMARCA,NIMAIMA,INCENDIO FORESTAL,25489,0,0,0,0,0,0,0,5.121445325,-74.39737048
2018-08-20,NARIÑO,LINARES,INCENDIO FORESTAL,52411,0,0,0,0,0,0,0,1.395173084,-77.52093774
2018-08-20,CAUCA,PATIA,INCENDIO FORESTAL,19532,0,0,0,0,0,0,0,2.157983906,-77.0465762
2018-08-20,HUILA,PALERMO,INCENDIO FORESTAL,41524,0,0,0,0,0,0,0,2.914491967,-75.44066118
2018-08-20,HUILA,PITAL,INCENDIO ESTRUCTURAL,41548,0,0,0,5,1,1,0,2.259601773,-75.8319516
2018-08-20,ANTIOQUIA,GRANADA,ACCIDENTE MINERO,5313,2,0,0,2,0,0,0,6.123380721,-75.12763646
2018-08-20,HUILA,ALTAMIRA,INCENDIO FORESTAL,41026,0,0,0,0,0,0,0,2.07922808,-75.76858288
2018-08-20,NORTE DE SANTANDER,GRAMALOTE,INCENDIO FORESTAL,54313,0,0,0,0,0,0,0,7.906522991,-72.80705582
2018-08-20,SANTANDER,LANDAZURI,VENDAVAL,68385,0,0,0,125,25,0,0,6.385234814,-73.78760899
2018-08-21,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,76001,0,4,0,4,12,12,6,3.399043723,-76.57649259
2018-08-21,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,76001,0,0,0,0,0,0,0,3.399043723,-76.57649259
2018-08-21,CUNDINAMARCA,TOCANCIPA,DESLIZAMIENTO,25817,1,0,0,1,0,0,0,4.968852913,-73.92887021
2018-08-21,SANTANDER,BETULIA,VENDAVAL,68092,0,0,0,60,12,0,12,7.033255886,-73.37872388
2018-08-21,TOLIMA,CARMEN DE APICALA,INCENDIO FORESTAL,73148,0,0,0,0,0,0,0,4.123416795,-74.74700246
2018-08-21,CUNDINAMARCA,NOCAIMA,INCENDIO FORESTAL,25491,0,0,0,0,0,0,0,5.066110761,-74.38975476
2018-08-21,TOLIMA,MELGAR,INCENDIO FORESTAL,73449,0,0,0,0,0,0,0,4.193215498,-74.60517497
2018-08-21,CUNDINAMARCA,GUADUAS,INCENDIO FORESTAL,25320,0,0,0,0,0,0,0,5.173554764,-74.64014651
2018-08-21,CUNDINAMARCA,QUEBRADANEGRA,INCENDIO FORESTAL,25592,0,0,0,0,0,0,0,5.09998103,-74.4945107
2018-08-21,NARIÑO,LA CRUZ,INCENDIO FORESTAL,52378,0,0,0,0,0,0,0,1.584175998,-76.92335262
2018-08-21,META,GUAMAL,INUNDACION,50318,0,0,0,3,1,1,0,3.947775585,-73.95983864
2018-08-21,CUNDINAMARCA,SASAIMA,INCENDIO FORESTAL,25718,0,0,0,0,0,0,0,4.946805263,-74.41230921
2018-08-21,CUNDINAMARCA,BELTRAN,INCENDIO FORESTAL,25086,0,0,0,0,0,0,0,4.791721105,-74.71491399
2018-08-21,TOLIMA,CUNDAY,INCENDIO FORESTAL,73226,0,0,0,0,0,0,0,3.98252395,-74.68936908
2018-08-21,NARIÑO,ARBOLEDA,INCENDIO FORESTAL,52051,0,0,0,0,0,0,0,1.480051172,-77.12985001
2018-08-21,NARIÑO,BUESACO,INCENDIO FORESTAL,52110,0,0,0,0,0,0,0,1.315215636,-77.1163664
2018-08-21,NARIÑO,LEIVA,INCENDIO FORESTAL,52405,0,0,0,0,0,0,0,1.900862361,-77.31220073
2018-08-21,BOYACA,PAUNA,INCENDIO FORESTAL,15531,0,0,0,0,0,0,0,5.688801559,-74.00504122
2018-08-21,CASANARE,SACAMA,DESLIZAMIENTO,85315,0,0,0,0,0,0,0,6.049906435,-72.21076163
2018-08-21,NARIÑO,OSPINA,INCENDIO FORESTAL,52506,0,0,0,0,0,0,0,1.029815854,-77.55234944
2018-08-22,CALDAS,MANIZALES,COLAPSO,17001,0,2,0,2,0,0,0,5.08343301,-75.50727881
2018-08-22,BOYACA,PUERTO BOYACA,INCENDIO FORESTAL,15572,0,0,0,0,0,0,0,5.953466654,-74.4528581
2018-08-22,VALLE DEL CAUCA,JAMUNDI,INCENDIO FORESTAL,76364,0,0,0,0,0,0,0,3.213892389,-76.62760418
2018-08-22,NARIÑO,EL TAMBO,INCENDIO FORESTAL,52260,0,0,0,0,0,0,0,1.43026376,-77.38311597
2018-08-22,CUNDINAMARCA,RICAURTE,INCENDIO FORESTAL,25612,0,0,0,0,0,0,0,4.307363489,-74.72943403
2018-08-22,ANTIOQUIA,BELLO,INCENDIO FORESTAL,5088,0,0,0,0,0,0,0,6.358841086,-75.58973588
2018-08-22,CUNDINAMARCA,CAPARRAPI,INCENDIO FORESTAL,25148,0,0,0,0,0,0,0,5.381501399,-74.52123595
2018-08-22,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-22,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-22,CUNDINAMARCA,LA PEÑA,INCENDIO FORESTAL,25398,0,0,0,0,0,0,0,5.20459882,-74.40786611
2018-08-22,CUNDINAMARCA,GUTIERREZ,INUNDACION,25339,0,0,0,52,14,0,14,4.166089563,-74.0246527
2018-08-22,CUNDINAMARCA,YACOPI,INCENDIO FORESTAL,25885,0,0,0,0,0,0,0,5.591910157,-74.36480865
2018-08-22,CUNDINAMARCA,SASAIMA,INCENDIO FORESTAL,25718,0,0,0,0,0,0,0,4.946805263,-74.41230921
2018-08-22,BOLIVAR,MORALES,VENDAVAL,13473,0,0,0,160,32,0,32,8.253700061,-73.9713459
2018-08-22,CAUCA,EL TAMBO,INCENDIO FORESTAL,19256,0,0,0,0,0,0,0,2.534488312,-77.00511207
2018-08-22,NARIÑO,ALBAN,INCENDIO FORESTAL,52019,0,0,0,0,0,0,0,1.469854084,-77.06880947
2018-08-22,BOYACA,CHIQUINQUIRA,INCENDIO FORESTAL,15176,0,0,0,0,0,0,0,5.622488024,-73.80424531
2018-08-22,BOYACA,SAN MIGUEL DE SEMA,INCENDIO FORESTAL,15676,0,0,0,0,0,0,0,5.532326922,-73.74715898
2018-08-22,NARIÑO,FUNES,INCENDIO FORESTAL,52287,0,0,0,0,0,0,0,0.957786429,-77.39532781
2018-08-22,TOLIMA,PIEDRAS,INCENDIO FORESTAL,73547,0,0,0,0,0,0,0,4.433764446,-74.99879938
2018-08-23,SANTANDER,GALAN,DESLIZAMIENTO,68296,0,0,0,0,0,0,0,6.671810994,-73.32467124
2018-08-23,BOYACA,MUZO,INCENDIO FORESTAL,15480,0,0,0,0,0,0,0,5.539429272,-74.11177139
2018-08-23,HUILA,YAGUARA,INCENDIO FORESTAL,41885,0,0,0,0,0,0,0,2.646563339,-75.51592645
2018-08-23,HUILA,YAGUARA,INCENDIO FORESTAL,41885,0,0,0,0,0,0,0,2.646563339,-75.51592645
2018-08-23,TOLIMA,CARMEN DE APICALA,INCENDIO FORESTAL,73148,0,0,0,0,0,0,0,4.123416795,-74.74700246
2018-08-23,TOLIMA,COYAIMA,INCENDIO FORESTAL,73217,0,0,0,0,0,0,0,3.775490271,-75.14720213
2018-08-23,TOLIMA,COYAIMA,INCENDIO FORESTAL,73217,0,0,0,0,0,0,0,3.775490271,-75.14720213
2018-08-23,HUILA,NEIVA,INCENDIO FORESTAL,41001,0,0,0,0,0,0,0,2.993360046,-75.27236232
2018-08-23,CAUCA,EL TAMBO,INCENDIO FORESTAL,19256,0,0,0,0,0,0,0,2.534488312,-77.00511207
2018-08-23,NARIÑO,EL ROSARIO,VENDAVAL,52256,0,0,0,5,1,0,1,1.887689437,-77.48319589
2018-08-23,NARIÑO,SAN PABLO,INCENDIO FORESTAL,52693,0,0,0,0,0,0,0,1.681576627,-76.97527979
2018-08-23,NARIÑO,SAN PABLO,INCENDIO FORESTAL,52693,0,0,0,0,0,0,0,1.681576627,-76.97527979
2018-08-23,BOYACA,SUTAMARCHAN,INCENDIO FORESTAL,15776,0,0,0,0,0,0,0,5.640030759,-73.62598773
2018-08-24,SANTANDER,FLORIDABLANCA,INCENDIO ESTRUCTURAL,68276,5,0,0,5,1,1,0,7.079704598,-73.0679925
2018-08-24,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,76001,0,0,0,0,0,0,0,3.399043723,-76.57649259
2018-08-24,MAGDALENA,SANTA MARTA,INCENDIO FORESTAL,47001,0,0,0,0,0,0,0,11.12189436,-73.88527855
2018-08-24,SANTANDER,OCAMONTE,INCENDIO ESTRUCTURAL,68498,0,0,0,0,0,0,0,6.355368858,-73.12211833
2018-08-24,CUNDINAMARCA,NILO,INCENDIO FORESTAL,25488,0,0,0,0,0,0,0,4.294780933,-74.614695
2018-08-24,CUNDINAMARCA,CAPARRAPI,INCENDIO FORESTAL,25148,0,0,0,0,0,0,0,5.381501399,-74.52123595
2018-08-24,TOLIMA,COYAIMA,INCENDIO FORESTAL,73217,0,0,0,0,0,0,0,3.775490271,-75.14720213
2018-08-24,CUNDINAMARCA,GUACHETA,CONTAMINACION,25317,0,0,0,0,0,0,0,5.387291542,-73.69328234
2018-08-24,CUNDINAMARCA,GUACHETA,INCENDIO FORESTAL,25317,0,0,0,0,0,0,0,5.387291542,-73.69328234
2018-08-24,CUNDINAMARCA,GUACHETA,INCENDIO FORESTAL,25317,0,0,0,0,0,0,0,5.387291542,-73.69328234
2018-08-24,CAUCA,EL TAMBO,INCENDIO FORESTAL,19256,0,0,0,0,0,0,0,2.534488312,-77.00511207
2018-08-24,CAUCA,EL TAMBO,INCENDIO FORESTAL,19256,0,0,0,0,0,0,0,2.534488312,-77.00511207
2018-08-24,NARIÑO,SAN PABLO,INCENDIO FORESTAL,52693,0,0,0,0,0,0,0,1.681576627,-76.97527979
2018-08-24,ANTIOQUIA,ARBOLETES,VENDAVAL,5051,0,0,0,125,25,0,25,8.611395262,-76.41478317
2018-08-24,BOLIVAR,SAN JUAN NEPOMUCENO,VENDAVAL,13657,0,0,0,500,100,0,100,9.967957823,-75.06571959
2018-08-24,CUNDINAMARCA,GUAYABAL DE SIQUIMA,INCENDIO FORESTAL,25328,0,0,0,0,0,0,0,4.866310254,-74.4767709
2018-08-25,CASANARE,TAMARA,INUNDACION,85400,0,0,0,0,0,0,0,5.878927424,-72.20067822
2018-08-25,TOLIMA,CHAPARRAL,INCENDIO FORESTAL,73168,0,0,0,0,0,0,0,3.743693084,-75.58986634
2018-08-25,BOYACA,PUERTO BOYACA,INCENDIO FORESTAL,15572,0,0,0,0,0,0,0,5.953466654,-74.4528581
2018-08-25,CASANARE,YOPAL,VENDAVAL,85001,0,0,0,435,93,10,70,5.242744761,-72.25802857
2018-08-25,CASANARE,PORE,INUNDACION,85263,0,0,0,115,23,0,23,5.663194953,-71.92580806
2018-08-25,CUNDINAMARCA,GACHETA,DESLIZAMIENTO,25297,0,0,0,0,0,0,0,4.867551134,-73.61773287
2018-08-25,TOLIMA,ARMERO,INCENDIO FORESTAL,73055,0,0,0,0,0,0,0,5.006758956,-74.84750095
2018-08-25,NARIÑO,LA LLANADA,INCENDIO FORESTAL,52385,0,0,0,0,0,0,0,1.541847847,-77.61781608
2018-08-25,CUNDINAMARCA,TOCAIMA,INCENDIO FORESTAL,25815,0,0,0,0,0,0,0,4.452072974,-74.64864406
2018-08-25,RISARALDA,MISTRATO,INUNDACION,66456,0,0,0,47,13,0,13,5.414078141,-75.96135387
2018-08-25,CORDOBA,TIERRALTA,INCENDIO ESTRUCTURAL,23807,5,0,0,5,0,0,0,7.813896829,-76.16846678
2018-08-25,NARIÑO,EL ROSARIO,INCENDIO FORESTAL,52256,0,0,0,50,10,0,7,1.887689437,-77.48319589
2018-08-25,RISARALDA,GUATICA,INUNDACION,66318,0,0,0,46,10,0,10,5.320295966,-75.80436659
2018-08-25,CUNDINAMARCA,SIMIJACA,INCENDIO FORESTAL,25745,0,0,0,0,0,0,0,5.509773128,-73.84519164
2018-08-25,CUNDINAMARCA,SUSA,INCENDIO FORESTAL,25779,0,0,0,0,0,0,0,5.440092358,-73.82392529
2018-08-26,CUNDINAMARCA,LA MESA,INCENDIO FORESTAL,25386,0,0,0,0,0,0,0,4.650773167,-74.47321717
2018-08-26,CUNDINAMARCA,VILLETA,INCENDIO FORESTAL,25875,0,0,0,0,0,0,0,5.011670402,-74.48764746
2018-08-26,LA GUAJIRA,FONSECA,VENDAVAL,44279,0,0,0,250,50,0,50,10.8283716,-72.8018178
2018-08-26,RISARALDA,DOSQUEBRADAS,INUNDACION,66170,0,0,0,50,10,0,10,4.842021144,-75.66993655
2018-08-26,CUNDINAMARCA,GUAYABETAL,INUNDACION,25335,0,2,0,421,130,16,25,4.231875945,-73.83543981
2018-08-26,META,VILLAVICENCIO,INUNDACION,50001,0,0,1,205,41,0,41,4.09166877,-73.49291595
2018-08-26,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,25513,0,0,0,0,0,0,0,5.168367634,-74.16336544
2018-08-26,CUNDINAMARCA,LA PEÑA,INCENDIO FORESTAL,25398,0,0,0,0,0,0,0,5.20459882,-74.40786611
2018-08-26,CUNDINAMARCA,YACOPI,INCENDIO ESTRUCTURAL,25885,0,0,0,5,1,1,0,5.591910157,-74.36480865
2018-08-26,HUILA,TELLO,INCENDIO FORESTAL,41799,0,0,0,0,0,0,0,3.030611777,-75.08536553
2018-08-26,CUNDINAMARCA,LA PALMA,INCENDIO FORESTAL,25394,0,0,0,0,0,0,0,5.333400646,-74.40807863
2018-08-26,NARIÑO,ARBOLEDA,INCENDIO FORESTAL,52051,0,0,0,0,0,0,0,1.480051172,-77.12985001
2018-08-26,HUILA,TERUEL,INCENDIO FORESTAL,41801,0,0,0,0,0,0,0,2.851852692,-75.75988934
2018-08-26,CORDOBA,SAN BERNARDO DEL VIENTO,VENDAVAL,23675,0,0,0,0,0,0,0,9.330098329,-75.97623858
2018-08-27,META,ACACIAS,DESLIZAMIENTO,50006,0,0,0,0,0,0,0,3.943383008,-73.57135162
2018-08-27,SUCRE,OVEJAS,VENDAVAL,70508,0,0,0,415,83,0,71,9.549655271,-75.18855916
2018-08-27,CAUCA,CALDONO,INCENDIO FORESTAL,19137,0,0,0,0,0,0,0,2.803845691,-76.42719377
